Date,Day,is_Sunday,is_Monday,is_Tuesday,is_Wednesday,is_thrusday,is_Friday,is_Saturday,Liqour,Approx_ml_per_unit,Alcohol_unit,Remark,People_Accompanied,Family_Presence,sober_status
11/18/2014,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
11/19/2014,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
11/20/2014,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
11/21/2014,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
11/22/2014,7,0,0,0,0,0,0,1,Whisky,150,6,Home,0,1,0
11/23/2014,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
11/24/2014,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
11/25/2014,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
11/26/2014,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
11/27/2014,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
11/28/2014,6,0,0,0,0,0,1,0,Beer,200,2,Cognizant party,1,0,0
11/29/2014,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
11/30/2014,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
12/1/2014,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
12/2/2014,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
12/3/2014,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
12/4/2014,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
12/5/2014,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
12/6/2014,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
12/7/2014,1,1,0,0,0,0,0,0,Whisky,150,6,Home,0,1,0
12/8/2014,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
12/9/2014,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
12/10/2014,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
12/11/2014,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
12/12/2014,6,0,0,0,0,0,1,0,Whisky,100,4,Party,1,0,0
12/13/2014,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
12/14/2014,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
12/15/2014,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
12/16/2014,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
12/17/2014,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
12/18/2014,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
12/19/2014,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
12/20/2014,7,0,0,0,0,0,0,1,"Beer, Whisky",100 + 2,5,Home,0,1,0
12/21/2014,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
12/22/2014,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
12/23/2014,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
12/24/2014,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
12/25/2014,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
12/26/2014,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
12/27/2014,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
12/28/2014,1,1,0,0,0,0,0,0,Whisky,200,8,Home,0,1,0
12/29/2014,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
12/30/2014,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
12/31/2014,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
1/1/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
1/2/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
1/3/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
1/4/2015,1,1,0,0,0,0,0,0,Whisky,250,4,Home with Arun,1,1,0
1/5/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
1/6/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
1/7/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
1/8/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
1/9/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
1/10/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
1/11/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
1/12/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
1/13/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
1/14/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
1/15/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
1/16/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
1/17/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
1/18/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
1/19/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
1/20/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
1/21/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
1/22/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
1/23/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
1/24/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
1/25/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
1/26/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
1/27/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
1/28/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
1/29/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
1/30/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
1/31/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
2/1/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
2/2/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
2/3/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
2/4/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
2/5/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
2/6/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
2/7/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
2/8/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
2/9/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
2/10/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
2/11/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
2/12/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
2/13/2015,6,0,0,0,0,0,1,0,"Scotch, Beer, Jagermister",120 + 50 + 500,4.6,Grand Café with team,1,0,0
2/14/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
2/15/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
2/16/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
2/17/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
2/18/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
2/19/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
2/20/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
2/21/2015,7,0,0,0,0,0,0,1,Scotch,360,6,Ardra Birthday Party,1,0,0
2/22/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
2/23/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
2/24/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
2/25/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
2/26/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
2/27/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
2/28/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
3/1/2015,1,1,0,0,0,0,0,0,Whisky,300,6,Flight to India,1,0,0
3/2/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
3/3/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
3/4/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
3/5/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
3/6/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
3/7/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
3/8/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
3/9/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
3/10/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
3/11/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
3/12/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
3/13/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
3/14/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
3/15/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
3/16/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
3/17/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
3/18/2015,4,0,0,0,1,0,0,0,Beer,650,8,With Giri @ Residency,1,0,0
3/19/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
3/20/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
3/21/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
3/22/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
3/23/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
3/24/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
3/25/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
3/26/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
3/27/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
3/28/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
3/29/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
3/30/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
3/31/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
4/1/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
4/2/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
4/3/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
4/4/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
4/5/2015,1,1,0,0,0,0,0,0,Wine,600,8,Home,0,1,0
4/6/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
4/7/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
4/8/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
4/9/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
4/10/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
4/11/2015,7,0,0,0,0,0,0,1,Scotch,150,6,Home,0,1,0
4/12/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
4/13/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
4/14/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
4/15/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
4/16/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
4/17/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
4/18/2015,7,0,0,0,0,0,0,1,"Scotch, Wine",100,4,"Home, Fair ( Wine 1 glass)",1,1,0
4/19/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
4/20/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
4/21/2015,3,0,0,1,0,0,0,0,Beer,250,5,Home with Gopi - Unplanned,1,1,0
4/22/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
4/23/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
4/24/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
4/25/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
4/26/2015,1,1,0,0,0,0,0,0,Scotch,300,6,Home,0,1,0
4/27/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
4/28/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
4/29/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
4/30/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
5/1/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
5/2/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
5/3/2015,1,1,0,0,0,0,0,0,Beer + Vodko Mix,1200,4.8,Home,0,1,0
5/4/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
5/5/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
5/6/2015,4,0,0,0,1,0,0,0,Beer,660,0,Home with Gopi - Unplanned,1,1,0
5/7/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
5/8/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
5/9/2015,7,0,0,0,0,0,0,1,scotch,200,8,Home,0,1,0
5/10/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
5/11/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
5/12/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
5/13/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
5/14/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
5/15/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
5/16/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
5/17/2015,1,1,0,0,0,0,0,0,Scotch,200,8,Home,0,1,0
5/18/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
5/19/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
5/20/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
5/21/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
5/22/2015,6,0,0,0,0,0,1,0,"Beer, Scotch",300 + 200,7,"Grand Café with Mani, Home",1,0,0
5/23/2015,7,0,0,0,0,0,0,1,Beer,900,4.8,Giethoorn with Suresh,1,0,0
5/24/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
5/25/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
5/26/2015,3,0,0,1,0,0,0,0,Beer,300,1.6,Home,0,1,0
5/27/2015,4,0,0,0,1,0,0,0,"Beer, Vodka",900,5.4,Home & Account Meeting,1,1,0
5/28/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
5/29/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
5/30/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
5/31/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
6/1/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
6/2/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
6/3/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
6/4/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
6/5/2015,6,0,0,0,0,0,1,0,Beer,1500,8,Beer with Gwellyn & Arun,1,0,0
6/6/2015,7,0,0,0,0,0,0,1,Vodka,200,8,Home,0,1,0
6/7/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
6/8/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
6/9/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
6/10/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
6/11/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
6/12/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
6/13/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
6/14/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
6/15/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
6/16/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
6/17/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
6/18/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
6/19/2015,6,0,0,0,0,0,1,0,Scotch & Vodka,120 + 10,6,"Grand Café with Sridhar, Home",1,0,0
6/20/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
6/21/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
6/22/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
6/23/2015,3,0,0,1,0,0,0,0,"Vodka, Beer",200,8,Home with Suresh - unplanned,1,1,0
6/24/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
6/25/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
6/26/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
6/27/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
6/28/2015,1,1,0,0,0,0,0,0,Scotch,150,6,Home,0,1,0
6/29/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
6/30/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
7/1/2015,4,0,0,0,1,0,0,0,Beer,4,0,Home with Suresh - unplanned,1,1,0
7/2/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
7/3/2015,6,0,0,0,0,0,1,0,Beer,4,0,Home with Gopi - Unplanned,1,1,0
7/4/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
7/5/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
7/6/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
7/7/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
7/8/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
7/9/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
7/10/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
7/11/2015,7,0,0,0,0,0,0,1,Beer,3,4.8,Home with Gopi,1,1,0
7/12/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
7/13/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
7/14/2015,3,0,0,1,0,0,0,0,Scotch,350,14,Home with Gopi - Unplanned,1,1,0
7/15/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
7/16/2015,5,0,0,0,0,1,0,0,Wine,200,2.3,Home,0,1,0
7/17/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
7/18/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
7/19/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
7/20/2015,2,0,1,0,0,0,0,0,Scotch,200,6,Home,0,1,0
7/21/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
7/22/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
7/23/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
7/24/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
7/25/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
7/26/2015,1,1,0,0,0,0,0,0,Beer,0,4.8,Home,0,1,0
7/27/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
7/28/2015,3,0,0,1,0,0,0,0,Wine,500,6.5,Home With Gopi,1,1,0
7/29/2015,4,0,0,0,1,0,0,0,Beer,2,3.2,Home With Gopi,1,1,0
7/30/2015,5,0,0,0,0,1,0,0,Scotch,120,3.2,Home With Gopi,1,1,0
7/31/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
8/1/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
8/2/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
8/3/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
8/4/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
8/5/2015,4,0,0,0,1,0,0,0,Scotch,350,14,Home with Gopi - Unplanned,1,1,0
8/6/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
8/7/2015,6,0,0,0,0,0,1,0,beer,3,4.8,Mani - With Gopi - Unplanned,1,0,0
8/8/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
8/9/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
8/10/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
8/11/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
8/12/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
8/13/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
8/14/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
8/15/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,1,1
8/16/2015,1,1,0,0,0,0,0,0,Scotch,200,3.5,Home with Chandru - Unplanned,1,1,0
8/17/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
8/18/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
8/19/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
8/20/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
8/21/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
8/22/2015,7,0,0,0,0,0,0,1,Beer,700,3.5,Home,0,1,0
8/23/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
8/24/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
8/25/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,1,1
8/26/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,1,1
8/27/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,1,1
8/28/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,1,1
8/29/2015,7,0,0,0,0,0,0,1,Scotch,200,3.5,Home,0,1,0
8/30/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
8/31/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,1,1
9/1/2015,3,0,0,1,0,0,0,0,Scotch,100,1.8,Home,0,0,0
9/2/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,0,1
9/3/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,0,1
9/4/2015,6,0,0,0,0,0,1,0,Scotch,500,9,Office  Party + Home,1,0,0
9/5/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,0,1
9/6/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
9/7/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
9/8/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,0,1
9/9/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,0,1
9/10/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,0,1
9/11/2015,6,0,0,0,0,0,1,0,Scotch,200,8,Black Forest,1,0,0
9/12/2015,7,0,0,0,0,0,0,1,Vodka,150,6,Black Forest,1,0,0
9/13/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
9/14/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
9/15/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,0,1
9/16/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,0,1
9/17/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,0,1
9/18/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,0,1
9/19/2015,7,0,0,0,0,0,0,1,Whisky,125,5,Home,0,0,0
9/20/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
9/21/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
9/22/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,0,1
9/23/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,0,1
9/24/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,0,1
9/25/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,0,1
9/26/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,0,1
9/27/2015,1,1,0,0,0,0,0,0,Whisky,125,5,Home with Suresh & Ram,1,0,0
9/28/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
9/29/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,0,1
9/30/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,0,1
10/1/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,0,1
10/2/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,0,1
10/3/2015,7,0,0,0,0,0,0,1,Whisky,150,6,Home,0,0,0
10/4/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
10/5/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
10/6/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,0,1
10/7/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,0,1
