Date,Day,is_Sunday,is_Monday,is_Tuesday,is_Wednesday,is_thrusday,is_Friday,is_Saturday,Liqour,Approx_ml_per_unit,Alcohol_unit,Remark,People_Accompanied,Family_Presence,sober_status
10/8/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,0,1
10/9/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,0,1
10/10/2015,7,0,0,0,0,0,0,1,"Beer, Whisky",900 + 100,5,Office Party + Home,1,0,0
10/11/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
10/12/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
10/13/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,0,1
10/14/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,0,1
10/15/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,0,1
10/16/2015,6,0,0,0,0,0,1,0,Whisky,300,7,Office Party + Home,1,0,0
10/17/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,0,1
10/18/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
10/19/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
10/20/2015,3,0,0,1,0,0,0,0,Beer,1000,3,Home,0,0,0
10/21/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,0,1
10/22/2015,5,0,0,0,0,1,0,0,Whisky,250,5,Suresh Home - Unplanned,1,0,0
10/23/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,0,1
10/24/2015,7,0,0,0,0,0,0,1,Whisky,200,4,Home,0,0,0
10/25/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
10/26/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
10/27/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,0,1
10/28/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,0,1
10/29/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,0,1
10/30/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,0,1
10/31/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,0,1
11/1/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
11/2/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
11/3/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,0,1
11/4/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,0,1
11/5/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,0,1
11/6/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,0,1
11/7/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,0,1
11/8/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
11/9/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
11/10/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,0,1
11/11/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,0,1
11/12/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,0,1
11/13/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,0,1
11/14/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,0,1
11/15/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
11/16/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
11/17/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,0,1
11/18/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,0,1
11/19/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,0,1
11/20/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,0,1
11/21/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,0,1
11/22/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
11/23/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
11/24/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,0,1
11/25/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,0,1
11/26/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,0,1
11/27/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,0,1
11/28/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,0,1
11/29/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
11/30/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
12/1/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,0,1
12/2/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,0,1
12/3/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,0,1
12/4/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,0,1
12/5/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,0,1
12/6/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
12/7/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
12/8/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,0,1
12/9/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,0,1
12/10/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,0,1
12/11/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,0,1
12/12/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,0,1
12/13/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
12/14/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
12/15/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,0,1
12/16/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,0,1
12/17/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,0,1
12/18/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,0,1
12/19/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,0,1
12/20/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
12/21/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
12/22/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,0,1
12/23/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,0,1
12/24/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,0,1
12/25/2015,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,0,1
12/26/2015,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,0,1
12/27/2015,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
12/28/2015,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
12/29/2015,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,0,1
12/30/2015,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,0,1
12/31/2015,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,0,1
1/1/2016,6,0,0,0,0,0,1,0,Beer,300,1,Gopi Home,1,0,0
1/2/2016,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,0,1
1/3/2016,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
1/4/2016,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
1/5/2016,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,0,1
1/6/2016,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,0,1
1/7/2016,5,0,0,0,0,1,0,0,Beer,1300,4.5,Grand Café,1,0,0
1/8/2016,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,0,1
1/9/2016,7,0,0,0,0,0,0,1,Wine,350,4.5,Home,0,0,0
1/10/2016,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
1/11/2016,2,0,1,0,0,0,0,0,Beer,600,2,Home,0,0,0
1/12/2016,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,0,1
1/13/2016,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,0,1
1/14/2016,5,0,0,0,0,1,0,0,Wine,350,4.5,Home,0,0,0
1/15/2016,6,0,0,0,0,0,1,0,Beer,900,4.5,Home,0,0,0
1/16/2016,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,0,1
1/17/2016,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
1/18/2016,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
1/19/2016,3,0,0,1,0,0,0,0,Scotch,250,6,Home,0,0,0
1/20/2016,4,0,0,0,1,0,0,0,Beer,300,1,Home,0,0,0
1/21/2016,5,0,0,0,0,1,0,0,Scotch,250,6,Home,0,0,0
1/22/2016,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,0,1
1/23/2016,7,0,0,0,0,0,0,1,Scotch,200,4.5,Home,0,0,0
1/24/2016,1,1,0,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
1/25/2016,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
1/26/2016,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,0,1
1/27/2016,4,0,0,0,1,0,0,0,"Scotch,Beer",60 + 300,2,"Office Party, Home",1,0,0
1/28/2016,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,0,1
1/29/2016,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,0,1
1/30/2016,7,0,0,0,0,0,0,1,Scotch,300,8,Home,0,0,0
1/31/2016,1,1,0,0,0,0,0,0,Scotch,100,1.5,Home,0,0,0
2/1/2016,2,0,1,0,0,0,0,0,No Liqour,0,0,Home,0,0,1
2/2/2016,3,0,0,1,0,0,0,0,No Liqour,0,0,Home,0,0,1
2/3/2016,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,0,1
2/4/2016,5,0,0,0,0,1,0,0,No Liqour,0,0,Home,0,0,1
2/5/2016,6,0,0,0,0,0,1,0,No Liqour,0,0,Home,0,0,1
2/6/2016,7,0,0,0,0,0,0,1,No Liqour,0,0,Home,0,0,1
2/7/2016,1,1,0,0,0,0,0,0,Scotch,250,6,Home,0,0,0
2/8/2016,2,0,1,0,0,0,0,0,Scotch,150,3,Home,0,0,0
2/9/2016,3,0,0,1,0,0,0,0,Scotch,150,3,Home,0,0,0
2/10/2016,4,0,0,0,1,0,0,0,No Liqour,0,0,Home,0,0,1
2/11/2016,5,0,0,0,0,1,0,0,Scotch,120,4,Party,1,0,0
